file_rel	cat1_column_count_mismatch	cat1_shift_heuristic	cat2_date_anomaly	cat3_dup_header_file	cat3_ift_j_nonempty_rows	cat3_addr_anomaly	cat3_fin_unit_note	cat3_shareholder_gap	cat5_dup_name_hits
unit_million/import_firstTime_121.csv	0	0	0	0	1998	0	0	0	1679
unit_million/import_firstTime_122.csv	0	0	0	0	1967	0	0	0	1596
unit_million/import_firstTime_123.csv	0	0	0	0	2000	0	0	0	1242
unit_million/import_firstTime_125.csv	0	0	1	0	1826	0	0	0	1453
unit_million/import_firstTime_13.csv	0	0	0	0	238	0	0	0	300
unit_million/import_firstTime_133.csv	0	0	0	0	2163	0	0	0	451
unit_million/import_firstTime_134.csv	0	0	0	0	3000	0	0	0	405
unit_million/import_firstTime_14.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_15.csv	0	0	0	0	230	0	0	0	299
unit_million/import_firstTime_16.csv	0	0	0	0	299	0	0	0	300
unit_million/import_firstTime_17.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_18.csv	0	0	0	0	229	0	0	0	300
unit_million/import_firstTime_19.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_2.csv	0	0	4219	0	1644	0	0	0	2574
unit_million/import_firstTime_20.csv	0	0	0	0	235	0	0	0	299
unit_million/import_firstTime_21.csv	0	0	0	0	293	0	0	0	299
unit_million/import_firstTime_22.csv	0	0	0	0	272	0	0	0	299
unit_million/import_firstTime_23.csv	0	0	0	1	110	0	0	0	176
unit_million/import_firstTime_24.csv	0	0	0	0	3000	0	0	0	277
unit_million/import_firstTime_25.csv	0	0	0	0	181	0	0	0	299
unit_million/import_firstTime_26.csv	0	0	0	0	35	0	0	0	44
unit_million/import_firstTime_27.csv	0	0	0	0	0	0	0	0	31
unit_million/import_firstTime_28.csv	0	0	0	0	0	0	0	0	33
unit_million/import_firstTime_29.csv	0	0	0	0	0	0	0	0	22
unit_million/import_firstTime_30.csv	0	0	0	0	0	0	0	0	33
unit_million/import_firstTime_31.csv	0	0	0	0	0	0	0	0	29
unit_million/import_firstTime_32.csv	0	0	0	0	0	0	0	0	37
unit_million/import_firstTime_33.csv	0	0	0	0	0	0	0	0	33
unit_million/import_firstTime_34.csv	0	0	0	0	0	0	0	0	42
unit_million/import_firstTime_35.csv	0	0	0	0	1	0	0	0	27
unit_million/import_firstTime_36.csv	0	0	5733	0	3000	0	0	0	2997
unit_million/import_firstTime_39.csv	0	0	0	0	299	0	0	0	300
unit_million/import_firstTime_4.csv	0	0	0	0	1167	0	0	0	1141
unit_million/import_firstTime_41.csv	0	0	0	0	3000	0	0	0	1508
unit_million/import_firstTime_42.csv	0	0	5733	0	3000	0	0	0	2989
unit_million/import_firstTime_43.csv	0	0	5748	0	3000	0	0	0	2997
unit_million/import_firstTime_44.csv	0	0	5820	0	3000	0	0	0	2994
unit_million/import_firstTime_45.csv	0	0	5758	0	3000	0	0	0	3000
unit_million/import_firstTime_46.csv	0	0	5747	0	3000	0	0	0	2997
unit_million/import_firstTime_47.csv	0	0	5751	0	3000	0	0	0	2995
unit_million/import_firstTime_48.csv	0	0	5733	0	3000	0	0	0	2994
unit_million/import_firstTime_49.csv	0	0	5880	0	3000	0	0	0	2985
unit_million/import_firstTime_50.csv	0	0	1627	0	846	0	0	0	837
unit_million/import_firstTime_52.csv	0	0	5400	0	2926	0	0	0	757
unit_million/import_firstTime_54.csv	0	0	0	0	299	0	0	0	299
unit_million/import_firstTime_55.csv	0	0	0	0	242	0	0	0	299
unit_million/import_firstTime_56.csv	0	0	0	0	299	0	0	0	300
unit_million/import_firstTime_57.csv	0	0	0	0	299	0	0	0	300
unit_million/import_firstTime_58.csv	0	0	0	0	223	0	0	0	300
unit_million/import_firstTime_59.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_60.csv	0	0	0	0	300	0	0	0	299
unit_million/import_firstTime_62.csv	0	0	0	0	243	0	0	0	300
unit_million/import_firstTime_63.csv	0	0	0	0	166	0	0	0	168
unit_million/import_firstTime_64.csv	0	0	0	0	207	0	0	0	300
unit_million/import_firstTime_65.csv	0	0	0	0	256	0	0	0	298
unit_million/import_firstTime_66.csv	0	0	0	0	234	0	0	0	300
unit_million/import_firstTime_67.csv	0	0	0	0	251	0	0	0	299
unit_million/import_firstTime_68.csv	0	0	0	0	248	0	0	0	271
unit_million/import_firstTime_69.csv	0	0	0	0	228	0	0	0	256
unit_million/import_firstTime_7.csv	0	0	0	0	229	0	0	0	299
unit_million/import_firstTime_70.csv	0	0	0	0	236	0	0	0	261
unit_million/import_firstTime_71.csv	0	0	0	0	265	0	0	0	254
unit_million/import_firstTime_72.csv	0	0	0	0	187	0	0	0	250
unit_million/import_firstTime_73.csv	0	0	0	0	116	0	0	0	235
unit_million/import_firstTime_74.csv	0	0	0	0	24	0	0	0	62
unit_million/import_firstTime_75.csv	0	0	1	0	189	0	0	0	298
unit_million/import_firstTime_76.csv	0	0	0	0	266	0	0	0	299
unit_million/import_firstTime_77.csv	0	0	0	0	248	0	0	0	300
unit_million/import_firstTime_8.csv	0	0	0	0	299	0	0	0	298
unit_million/import_firstTime_9.csv	0	0	0	0	234	0	0	0	300
unit_million/import_firstTime_90.csv	0	0	0	1	164	0	0	0	240
unit_yen/10.csv	0	0	0	0	0	109	1443	0	1338
unit_yen/11_20251224.csv	0	0	0	0	0	3	255	0	61
unit_yen/13.csv	0	0	0	0	0	31	276	0	271
unit_yen/15.csv	0	0	0	0	0	31	204	0	200
unit_yen/16_20251224.csv	0	9	0	0	0	29	2398	0	535
unit_yen/19.csv	0	2	1	0	0	36	831	0	800
unit_yen/20.csv	0	1	0	0	0	74	1385	0	1300
unit_yen/23.csv	0	0	0	0	0	88	718	0	548
unit_yen/24.csv	0	1	0	0	0	100	1120	0	1037
unit_yen/27.csv	0	0	0	0	0	63	1099	0	1065
unit_yen/29.csv	0	0	0	0	0	163	1335	2	1161
unit_yen/30.csv	0	1	1	0	0	31	456	1	439
unit_yen/31.csv	0	1	0	0	0	35	374	0	327
unit_yen/import_firstTime_105.csv	0	0	0	1	269	0	0	0	231
unit_yen/import_firstTime_124.csv	0	0	0	0	1989	0	0	0	1363
unit_yen/import_firstTime_3.csv	0	0	1	0	1213	0	0	0	1223
unit_yen/import_firstTime_40.csv	0	0	3	0	901	0	0	0	889
unit_yen/import_firstTime_5.csv	0	0	1	0	1110	0	0	0	1027
unit_yen/import_firstTime_6.csv	0	0	1	0	775	0	0	0	727
unit_yen/import_firstTime_78.csv	0	0	0	1	282	0	0	0	249
unit_yen/import_firstTime_79.csv	0	0	0	1	277	0	0	0	284
unit_yen/import_firstTime_80.csv	0	0	0	1	267	0	0	0	283
unit_yen/import_firstTime_81.csv	0	0	0	1	251	0	0	0	300
unit_yen/import_firstTime_82.csv	0	0	0	1	272	0	0	0	274
unit_yen/import_firstTime_83.csv	0	0	1	1	262	0	0	0	239
unit_yen/import_firstTime_84.csv	0	0	0	1	164	0	0	0	240
unit_yen/import_firstTime_85.csv	0	0	0	1	263	0	0	0	226
unit_yen/import_firstTime_86.csv	0	0	0	1	262	0	0	0	245
unit_yen/import_firstTime_87.csv	0	0	0	1	240	0	0	0	246
unit_yen/import_firstTime_88.csv	0	0	0	1	261	0	0	0	226
unit_yen/import_firstTime_89.csv	0	0	0	1	226	0	0	0	211
unit_yen/import_firstTime_91.csv	0	0	0	1	278	0	0	0	226
unit_yen/import_firstTime_92.csv	0	0	0	1	276	0	0	0	216
unit_yen/import_firstTime_93.csv	0	0	0	1	249	0	0	0	228
unit_yen/import_firstTime_94.csv	0	0	0	1	282	0	0	0	216
unit_yen/import_firstTime_95.csv	0	0	1	1	288	0	0	0	229
unit_yen/import_firstTime_96.csv	0	0	1	1	274	0	0	0	216
unit_yen/import_firstTime_97.csv	0	0	0	1	285	0	0	0	205
unit_yen/import_firstTime_98.csv	0	0	0	1	288	0	0	0	229
unit_yen/import_firstTime_99.csv	0	0	0	1	288	0	0	0	223
