file_rel	cat1_column_count_mismatch	cat1_shift_heuristic	cat2_date_anomaly	cat3_dup_header_file	cat3_ift_j_nonempty_rows	cat3_addr_anomaly	cat3_fin_unit_note	cat3_shareholder_gap	cat5_dup_name_hits
unit_million/1.csv	0	9	0	0	0	35	0	0	526
unit_million/108.csv	0	0	1	0	0	357	0	1	3000
unit_million/10_20251224.csv	0	8	0	0	0	31	0	0	428
unit_million/11.csv	0	0	0	0	0	129	0	0	716
unit_million/111.fixed.csv	0	3000	3	0	0	420	0	2	3000
unit_million/118.csv	0	0	0	0	0	86	0	0	846
unit_million/12.csv	0	0	0	0	0	40	0	0	289
unit_million/12_20251224.csv	0	49	0	0	0	6	0	0	2716
unit_million/14.csv	0	0	0	0	0	27	0	1	252
unit_million/16.csv	0	0	0	0	0	270	0	3	1071
unit_million/17.csv	0	0	0	0	0	152	0	0	1087
unit_million/17_20251224.csv	0	4	0	0	0	68	0	3	247
unit_million/18.csv	0	0	0	0	0	249	0	3	1113
unit_million/18_20251224.csv	0	8	0	0	0	32	0	0	426
unit_million/1_20251224.csv	0	3	0	0	0	40	0	0	428
unit_million/2.csv	0	3	0	0	0	188	0	2	294
unit_million/21.csv	0	0	0	0	0	109	0	1	730
unit_million/22.csv	0	0	0	0	0	1	0	0	20
unit_million/25.csv	0	0	0	0	0	63	0	0	503
unit_million/28.csv	0	0	0	0	0	52	0	1	159
unit_million/2_20251224.csv	0	3	0	0	0	39	0	0	394
unit_million/3.csv	0	0	0	0	0	0	0	0	260
unit_million/32.csv	0	2	1	0	0	131	0	2	986
unit_million/3_20251224.csv	0	1	0	0	0	53	0	0	295
unit_million/4.csv	0	0	0	0	0	172	0	0	370
unit_million/4_20251224.csv	0	1	0	0	0	33	0	0	378
unit_million/5_20251224.csv	0	3	1	0	0	79	0	1	418
unit_million/6.csv	0	1	0	0	0	89	0	1	847
unit_million/6_20251224.csv	0	49	0	0	0	6	0	0	2716
unit_million/7.csv	0	3	0	0	0	288	0	5	1377
unit_million/7_20251224.csv	0	5	0	0	0	58	0	0	683
unit_million/8.csv	0	0	0	0	0	164	0	2	978
unit_million/8_20251224.csv	0	9	1	0	0	38	0	0	476
unit_million/9.csv	0	0	0	0	0	154	0	0	1213
unit_million/9_20251224.csv	0	4	0	0	0	35	0	0	528
unit_million/import_firstTime_1.csv	0	0	3797	0	1828	0	0	0	1969
unit_million/import_firstTime_10.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_100.csv	0	0	0	1	172	0	0	0	143
unit_million/import_firstTime_101.csv	0	0	0	0	2511	0	0	0	808
unit_million/import_firstTime_102.csv	0	0	0	1	2743	0	0	0	994
unit_million/import_firstTime_103.csv	0	0	4937	0	2122	0	0	0	3000
unit_million/import_firstTime_106.csv	0	0	4456	0	1458	0	0	0	2769
unit_million/import_firstTime_107.csv	0	0	5733	0	3000	0	0	0	3000
unit_million/import_firstTime_108.csv	0	0	1	0	3000	0	0	0	3000
unit_million/import_firstTime_11.csv	0	0	0	0	218	0	0	0	300
unit_million/import_firstTime_110.csv	0	0	1	0	3000	0	0	0	3000
unit_million/import_firstTime_111.csv	0	0	5	0	3000	0	0	0	3000
unit_million/import_firstTime_112.csv	0	0	0	0	3000	0	0	0	3000
unit_million/import_firstTime_113.csv	0	0	0	0	3000	0	0	0	3000
unit_million/import_firstTime_114.csv	0	0	0	0	3000	0	0	0	3000
unit_million/import_firstTime_115.csv	0	0	0	0	3000	0	0	0	3000
unit_million/import_firstTime_116.csv	0	0	1	0	3000	0	0	0	3000
unit_million/import_firstTime_117.csv	0	0	1	0	3000	0	0	0	2999
unit_million/import_firstTime_118.csv	0	0	0	0	823	0	0	0	843
unit_million/import_firstTime_119.csv	0	0	2	0	3000	0	0	0	3000
unit_million/import_firstTime_12.csv	0	0	0	0	300	0	0	0	300
unit_million/import_firstTime_120.csv	0	0	2	0	1989	0	0	0	1999
