tag	file	line	法人番号	会社名
unit_million	1.csv	117	5060005001586	医療法人薫会
unit_million	108.csv	36		名興発條株式会社
unit_million	108.csv	80		有限会社一光工業
unit_million	108.csv	88		三峯株式会社
unit_million	108.csv	101		株式会社ティーエムシー
unit_million	108.csv	146		旭金属株式会社
unit_million	108.csv	149		株式会社メグラス
unit_million	108.csv	168		草川工業株式会社
unit_million	108.csv	193		エベレスト工業株式会社
unit_million	108.csv	249		株式会社キムラ美芸
unit_million	108.csv	252		安部製菓株式会社
unit_million	108.csv	284		株式会社丸小本店
unit_million	108.csv	318		株式会社アオキーズ・コーポレーション
unit_million	108.csv	345		杉友商事株式会社
unit_million	108.csv	443		株式会社パッコム
unit_million	108.csv	459		岡重機産業有限会社
unit_million	108.csv	460		テイーダ株式会社
unit_million	108.csv	461		株式会社テラサワ
unit_million	108.csv	518		松栄製鋲株式会社
unit_million	108.csv	519		株式会社やまうち製作所
unit_million	108.csv	571		キムラガステム株式会社
unit_million	108.csv	602		株式会社在田商店
unit_million	108.csv	607		株式会社センサスヤマモト
unit_million	108.csv	645		千代田合成株式会社
unit_million	108.csv	674		株式会社丸茂
unit_million	108.csv	685		株式会社伊藤精密工具製作所
unit_million	108.csv	687		株式会社金星商会
unit_million	108.csv	706		新光酸商株式会社
unit_million	108.csv	722		株式会社シミズ
unit_million	108.csv	736		株式会社角田製作所
unit_million	108.csv	746		株式会社林組
unit_million	108.csv	761		株式会社浅野製作所
unit_million	108.csv	803		株式会社早川モータース
unit_million	108.csv	823		株式会社エイコーテック
unit_million	108.csv	874		株式会社安藤建商
unit_million	108.csv	876		竹内浴槽株式会社
unit_million	108.csv	919		株式会社マツミ
unit_million	108.csv	920		株式会社堀商店
unit_million	108.csv	942		株式会社タニグチ商店
unit_million	108.csv	971		松紅園株式会社
unit_million	108.csv	973		松山業務店株式会社
unit_million	108.csv	988		株式会社久保田商店
unit_million	108.csv	999		トラストエンジニアリング株式会社
unit_million	108.csv	1008		伊藤防災株式会社
unit_million	108.csv	1016		有限会社沢和
unit_million	108.csv	1018		山鶴株式会社
unit_million	108.csv	1019		株式会社DAIEI
unit_million	108.csv	1022		有限会社ハヤケン
unit_million	108.csv	1039		三和食品工業株式会社
unit_million	108.csv	1060		斎藤建設株式会社
unit_million	108.csv	1062		株式会社伊藤商会
unit_million	108.csv	1090		創輝建設株式会社
unit_million	108.csv	1091		江洲産商株式会社
unit_million	108.csv	1100		株式会社タカツ
unit_million	108.csv	1107		シンワ空調サービス株式会社
unit_million	108.csv	1125		有限会社菊地運輸
unit_million	108.csv	1126		株式会社岩田電気
unit_million	108.csv	1137		名和建装株式会社
unit_million	108.csv	1145		株式会社愛知商店
unit_million	108.csv	1147		株式会社近江屋精肉店
unit_million	108.csv	1152		鳴海精機有限会社
unit_million	108.csv	1163		葵建設株式会社
unit_million	108.csv	1167		恒川建設株式会社
unit_million	108.csv	1170		八原建設株式会社
unit_million	108.csv	1173		万越株式会社
unit_million	108.csv	1197		鈴木電気工事株式会社
unit_million	108.csv	1270		株式会社村井
unit_million	108.csv	1278		清友建設株式会社
unit_million	108.csv	1294		加藤商事株式会社
unit_million	108.csv	1311		誠産業株式会社
unit_million	108.csv	1319		株式会社モルフ
unit_million	108.csv	1325		株式会社コンクニ
unit_million	108.csv	1344		株式会社味画
unit_million	108.csv	1374		株式会社アイアンホームズ
unit_million	108.csv	1417		株式会社仏壇の大野屋
unit_million	108.csv	1418		株式会社セイアイプランニング
unit_million	108.csv	1430		東海紙工株式会社
unit_million	108.csv	1450		株式会社ワイエムティー
unit_million	108.csv	1453		株式会社ヒューマンテーブル
unit_million	108.csv	1465		株式会社ワイマーケット
unit_million	108.csv	1514		株式会社ワイズ
unit_million	108.csv	1545		株式会社豊和
unit_million	108.csv	1565		船橋株式会社
unit_million	108.csv	1585		株式会社横井業務店
unit_million	108.csv	1599		株式会社渡辺商店
unit_million	108.csv	1605		三洋電設株式会社
unit_million	108.csv	1612		株式会社ユタカ
unit_million	108.csv	1613		中島紙工株式会社
unit_million	108.csv	1618		有限会社竹内工務店
unit_million	108.csv	1631		株式会社鳥居商店
unit_million	108.csv	1637		株式会社愛洋産業
unit_million	108.csv	1647		株式会社日森
unit_million	108.csv	1649		江口株式会社
unit_million	108.csv	1730		丹建株式会社
unit_million	108.csv	1760		株式会社隆陽社
unit_million	108.csv	1763		株式会社東利
unit_million	108.csv	1766		株式会社中村
unit_million	108.csv	1780		有限会社エイコウホーム
unit_million	108.csv	1807		株式会社米甚
unit_million	108.csv	1820		朝日株式会社
unit_million	108.csv	1841		小島建設株式会社
unit_million	108.csv	1847		有限会社若宮商事
unit_million	108.csv	1885		唐橋塗装株式会社
unit_million	108.csv	1902		三裕産業株式会社
unit_million	108.csv	1935		有限会社わかくさ
unit_million	108.csv	1942		株式会社マツザワ瓦店
unit_million	108.csv	1945		有限会社セイブトレーディング
unit_million	108.csv	1971		株式会社支留比亜コーポレーション
unit_million	108.csv	1987		株式会社シバタ
unit_million	108.csv	2027		丸久運輸株式会社
unit_million	108.csv	2119		岡崎リサイクルセンター株式会社
unit_million	108.csv	2126		株式会社睦自動車
unit_million	108.csv	2181		株式会社ハヤシ鋳造所
unit_million	108.csv	2237		有限会社木村合成
unit_million	108.csv	2285		株式会社岩瀬工務店
unit_million	108.csv	2398		永井撚糸合資会社
unit_million	108.csv	2399		株式会社南山園
unit_million	108.csv	2443		武師建設株式会社
unit_million	108.csv	2458		有限会社松和メンテナンス
unit_million	108.csv	2461		株式会社細井設計
unit_million	108.csv	2478		株式会社山豊工建
unit_million	108.csv	2482		株式会社東海分析化学研究所
unit_million	108.csv	2508		株式会社タカミインダストリー
unit_million	108.csv	2540		そぶえ産業株式会社
unit_million	108.csv	2546		株式会社晴電舎
unit_million	108.csv	2555		株式会社エイリン
unit_million	108.csv	2558		株式会社鈴瀧
unit_million	108.csv	2559		株式会社夏目組
unit_million	108.csv	2597		有限会社加藤自動車
unit_million	108.csv	2601		名成コンクリート株式会社
unit_million	108.csv	2606		株式会社ジョイフル設備
unit_million	108.csv	2619		株式会社サンセルフ
unit_million	108.csv	2693		株式会社深谷工務所
unit_million	108.csv	2741		ヤスキ建設株式会社
unit_million	108.csv	2819		株式会社ホテル末広
unit_million	108.csv	2849		大野工業株式会社
unit_million	108.csv	2894		上中建築株式会社
unit_million	108.csv	2900		株式会社星野工務店
unit_million	108.csv	2912		株式会社佐脇組
unit_million	108.csv	2937		合資会社犬山衛生社
unit_million	108.csv	2959		有限会社田中養鶏園
unit_million	108.csv	2963		有限会社上田板金
unit_million	108.csv	2993		マルカ建設株式会社
unit_million	108.csv	2994		株式会社平野屋
unit_million	108.csv	3006		有限会社イナテック
unit_million	108.csv	3010		株式会社ベリーウッド
unit_million	108.csv	3040		田副電設株式会社
unit_million	108.csv	3046		丸石窯業原料株式会社
unit_million	108.csv	3052		株式会社ニイミ時計店
unit_million	108.csv	3055		株式会社昭電設備
unit_million	108.csv	3068		株式会社協栄ホーニング
unit_million	108.csv	3079		有限会社小牧造園
unit_million	108.csv	3089		有限会社サンコー
unit_million	108.csv	3095		株式会社創巧
unit_million	108.csv	3102		双伸合成株式会社
unit_million	108.csv	3113		共同設備工業株式会社
unit_million	108.csv	3119		株式会社知多スプリング
unit_million	108.csv	3123		株式会社晃伸電機工業
unit_million	108.csv	3137		株式会社近藤建材リビングセンター
unit_million	108.csv	3150		株式会社名古屋乳機
unit_million	108.csv	3153		有限会社ファーミイ
unit_million	108.csv	3173		手嶋冷機工業株式会社
unit_million	108.csv	3198		株式会社スズキオート広常
unit_million	108.csv	3201		株式会社マルタキ
unit_million	108.csv	3204		株式会社松原電機
unit_million	108.csv	3230		大丸株式会社
unit_million	108.csv	3232		株式会社山新設備
unit_million	108.csv	3263		株式会社ラピス精器
unit_million	108.csv	3271		小塚毛織株式会社
unit_million	108.csv	3280		駒住建株式会社
unit_million	108.csv	3281		有限会社堀内鋼業
unit_million	108.csv	3315		合資会社三徳商店
unit_million	108.csv	3339		澤組株式会社
unit_million	108.csv	3359		井高建築株式会社
unit_million	108.csv	3360		株式会社オクムラ写真館
unit_million	108.csv	3367		株式会社スタイルカンパニー
unit_million	108.csv	3368		有限会社丸鉄塗工店
unit_million	108.csv	3378		マルタケ株式会社
unit_million	108.csv	3399		有限会社エルミオーレ
unit_million	108.csv	3401		株式会社デーコムデザインオフィス
unit_million	108.csv	3402		有限会社前田自動車
unit_million	108.csv	3404		株式会社エスライフ
unit_million	108.csv	3413		有限会社ミヤケ工務店
unit_million	108.csv	3427		のだみそ株式会社
unit_million	108.csv	3433		株式会社博文堂事務機店
unit_million	108.csv	3440		有限会社ラインアート
unit_million	108.csv	3446		山商株式会社
unit_million	108.csv	3450		丸東東海商事株式会社
unit_million	108.csv	3460		株式会社ミヤセ自動車
unit_million	108.csv	3473		株式会社のむら本店
unit_million	108.csv	3484		有限会社近藤工務店
unit_million	108.csv	3485		丸美急配株式会社
unit_million	108.csv	3489		株式会社OSS
unit_million	108.csv	3497		有限会社カネハチ早川商店
unit_million	108.csv	3508		株式会社神谷綜合建設
unit_million	108.csv	3515		株式会社陶楽園工芸
unit_million	108.csv	3524		ナゴヤマーキングシステム株式会社
unit_million	108.csv	3531		日本中央交通株式会社
unit_million	108.csv	3534		合資会社北河連治商店
unit_million	108.csv	3549		株式会社天神
unit_million	108.csv	3553		まごころライフサービス株式会社
unit_million	108.csv	3556		株式会社永坂不動産
unit_million	108.csv	3558		有限会社夫馬モータース
unit_million	108.csv	3560		株式会社ひなた
unit_million	108.csv	3567		株式会社セブンデイズ
unit_million	108.csv	3573		TGクリエイト株式会社
unit_million	108.csv	3574		有限会社ブッケン
unit_million	108.csv	3585		有限会社丹羽花器生花店
unit_million	108.csv	3590		株式会社河合工務店
unit_million	108.csv	3598		株式会社万建
unit_million	108.csv	3606		株式会社豊田ガーデン
unit_million	108.csv	3622		プラスクリーン株式会社
unit_million	108.csv	3625		株式会社金剛製作所
unit_million	108.csv	3642		株式会社Prime
unit_million	108.csv	3659		佐伯運輸有限会社
unit_million	108.csv	3712		株式会社金属資源開発商会
unit_million	108.csv	3720		株式会社水谷商店
unit_million	108.csv	3725		山田建築株式会社
unit_million	108.csv	3758		株式会社豊栄
unit_million	108.csv	3769		幸進不動産有限会社
unit_million	108.csv	3774		株式会社アイリン真空
unit_million	108.csv	3783		中山工業株式会社
unit_million	108.csv	3836		株式会社藤通
unit_million	108.csv	3841		小出運送株式会社
unit_million	108.csv	3847		有限会社明光
unit_million	108.csv	3891		千田工業株式会社
unit_million	108.csv	3897		株式会社岡本製作所
unit_million	108.csv	3952		株式会社栗元地質
unit_million	108.csv	3959		株式会社鈴木工務店
unit_million	108.csv	3988		株式会社熊谷建設
unit_million	108.csv	4014		株式会社コスモ
unit_million	108.csv	4044		株式会社スギテツ
unit_million	108.csv	4051		石川建設株式会社
unit_million	108.csv	4052		有限会社中川建工
unit_million	108.csv	4072		有限会社アクト
unit_million	108.csv	4073		村越建設株式会社
unit_million	108.csv	4083		株式会社G・ファーム
unit_million	108.csv	4084		株式会社友遊
unit_million	108.csv	4106		株式会社アビック
unit_million	108.csv	4132		株式会社ほーむけあいしやま
unit_million	108.csv	4186		富山コンクリート工業株式会社
unit_million	108.csv	4208		株式会社福井屋
unit_million	108.csv	4223		東亜工業株式会社
unit_million	108.csv	4237		株式会社根子左
unit_million	108.csv	4239		株式会社ガスハウジングセンター
unit_million	108.csv	4243		株式会社皆葉自動車
unit_million	108.csv	4245		株式会社筑波山江戸屋
unit_million	108.csv	4264		旭木材工業株式会社
unit_million	108.csv	4270		株式会社新井紙器
unit_million	108.csv	4307		株式会社堀江鉄筋工業
unit_million	108.csv	4310		株式会社富田商事
unit_million	108.csv	4318		株式会社オセヤ
unit_million	108.csv	4322		株式会社大文字屋商店
unit_million	108.csv	4347		株式会社ミゾグチ.
unit_million	108.csv	4357		ミズノ建設工業株式会社
unit_million	108.csv	4385		関山楽器株式会社
unit_million	108.csv	4390		株式会社白土工務店
unit_million	108.csv	4399		有限会社稲澤商店
unit_million	108.csv	4415		中尾産業株式会社
unit_million	108.csv	4433		株式会社坂田園芸
unit_million	108.csv	4444		株式会社常陸建設
unit_million	108.csv	4447		株式会社高浜ホンダ
unit_million	108.csv	4452		株式会社柴建設
unit_million	108.csv	4463		株式会社拓穂工務店
unit_million	108.csv	4470		有限会社黒沢製作所
unit_million	108.csv	4479		株式会社けしきや
unit_million	108.csv	4484		株式会社中屋ホンダ販売
unit_million	108.csv	4500		有限会社なかしま
unit_million	108.csv	4510		株式会社杉浦水産
unit_million	108.csv	4520		株式会社ミズヨケ
unit_million	108.csv	4534		株式会社日立塗工店
unit_million	108.csv	4535		酒寄電気工業株式会社
unit_million	108.csv	4543		茨城ライン株式会社
unit_million	108.csv	4559		株式会社オザワ建設
unit_million	108.csv	4565		有限会社オーム
unit_million	108.csv	4570		マルヨシ技建工業株式会社
unit_million	108.csv	4572		株式会社関口工務店
unit_million	108.csv	4573		株式会社須藤電気
unit_million	108.csv	4582		有限会社山正
unit_million	108.csv	4584		株式会社筒井工務店
unit_million	108.csv	4601		茨城店舗設備株式会社
unit_million	108.csv	4627		株式会社藤村
unit_million	108.csv	4632		有限会社増田建材
unit_million	108.csv	4647		株式会社練馬製作所
unit_million	108.csv	4654		大義建設株式会社
unit_million	108.csv	4662		株式会社WISE
unit_million	108.csv	4680		株式会社大誠工務店
unit_million	108.csv	4683		株式会社友愛電気工事
unit_million	108.csv	4696		株式会社明電工
unit_million	108.csv	4701		山崎計装電設株式会社
unit_million	108.csv	4709		株式会社新治自動車
unit_million	108.csv	4713		株式会社中川製作所
unit_million	108.csv	4759		福井建設株式会社
unit_million	108.csv	4762		伊駒建設株式会社
unit_million	108.csv	4774		有限会社藤岡興業
unit_million	108.csv	4791		株式会社ニュー大東社
unit_million	108.csv	4823		千葉機械株式会社
unit_million	108.csv	4828		株式会社石塚工務店
unit_million	108.csv	4835		株式会社田徳
unit_million	108.csv	4837		藤和建設株式会社
unit_million	108.csv	4839		株式会社釜久本店
unit_million	108.csv	4840		株式会社小林農機
unit_million	108.csv	4841		パブリック商事株式会社
unit_million	108.csv	4845		株式会社小田喜商店
unit_million	108.csv	4853		株式会社エバタコーポレーション
unit_million	108.csv	4859		株式会社常磐広告
unit_million	108.csv	4868		株式会社シーアールコム
unit_million	108.csv	4888		水海道産業株式会社
unit_million	108.csv	4900		株式会社秀和創建
unit_million	108.csv	4937		有限会社クリアライズ
unit_million	108.csv	4943		株式会社セット建築工房
unit_million	108.csv	4963		パルつくば株式会社
unit_million	108.csv	4966		株式会社稲野辺木工所
unit_million	108.csv	4979		株式会社根本漬物
unit_million	108.csv	4986		株式会社ISONO
unit_million	108.csv	5007		株式会社石原木材
unit_million	108.csv	5009		有限会社間宮プレス
unit_million	108.csv	5013		有限会社スカイテック
unit_million	108.csv	5023		株式会社創建社
unit_million	108.csv	5038		株式会社倉川製作所
unit_million	108.csv	5041		株式会社大和製作所
unit_million	108.csv	5043		オートサービスイタコ株式会社
unit_million	108.csv	5063		株式会社染野製作所
unit_million	108.csv	5081		大里産業株式会社
unit_million	108.csv	5088		株式会社トライアルジャパン
unit_million	108.csv	5098		株式会社磯山商事
unit_million	108.csv	5133		丸川木材株式会社
unit_million	108.csv	5136		株式会社シンドウ
unit_million	108.csv	5142		株式会社阿久津工務店
unit_million	108.csv	5151		株式会社伊東建設
unit_million	108.csv	5154		藤崎建設工業株式会社
unit_million	108.csv	5158		増川建設株式会社
unit_million	108.csv	5160		株式会社鉾田クレーン工事
unit_million	108.csv	5176		有限会社赤荻製作所
unit_million	108.csv	5177		柿沼製粉株式会社
unit_million	108.csv	5178		栗山工業株式会社
unit_million	108.csv	5187		株式会社高須工務店
unit_million	108.csv	5188		株式会社伊藤米穀
unit_million	108.csv	5196		有限会社シャリー
unit_million	108.csv	5199		株式会社笹光建設
unit_million	108.csv	5200		株式会社神永工務店
unit_million	108.csv	5205		株式会社松浦工務店
unit_million	108.csv	5216		株式会社椎名工務店
unit_million	108.csv	5220		株式会社五建興業
unit_million	108.csv	5231		株式会社モチマル
unit_million	108.csv	5250		株式会社藤井商店
unit_million	108.csv	5251		株式会社フルウチ
unit_million	108.csv	5266		内堀建設株式会社
unit_million	108.csv	5268		寺崎ゴム工業株式会社
unit_million	108.csv	5271		株式会社堀石材工業
unit_million	108.csv	5276		株式会社堀江林業
unit_million	108.csv	5288		株式会社米川商事
unit_million	108.csv	5301		株式会社ナガツマ
unit_million	108.csv	5310		旭真空株式会社
unit_million	108.csv	5311		株式会社インテリア和廣
unit_million	108.csv	5315		株式会社クリタ
unit_million	108.csv	5319		有限会社ワタベ商会
unit_million	108.csv	5330		有限会社杉山組
unit_million	108.csv	5333		株式会社タクミ
unit_million	108.csv	5334		海老根建材有限会社
unit_million	108.csv	5340		株式会社田家工業
unit_million	108.csv	5343		株式会社ミノワ
unit_million	108.csv	5346		株式会社まるたか観光
unit_million	108.csv	5347		株式会社フタバ建設
unit_million	108.csv	5368		株式会社友とぴあ
unit_million	108.csv	5383		株式会社ダイチュウ
unit_million	108.csv	5392		吉忠化学工業株式会社
unit_million	108.csv	5401		有限会社ブルーボックス
unit_million	108.csv	5408		株式会社エーエスジャパン
unit_million	108.csv	5412		トーカイサポート株式会社
unit_million	108.csv	5426		大平工業株式会社
unit_million	108.csv	5428		株式会社永和
unit_million	108.csv	5430		早川建築株式会社
unit_million	108.csv	5431		有限会社太豊工業
unit_million	108.csv	5438		有限会社佐藤板金工業
unit_million	108.csv	5445		株式会社スギヤマ
unit_million	108.csv	5460		江南工機株式会社
unit_million	108.csv	5462		有限会社万寿実家具センター
unit_million	108.csv	5470		つげ石材株式会社
unit_million	108.csv	5504		株式会社菊水製作所
unit_million	108.csv	5729		株式会社八代目儀兵衛
unit_million	108.csv	5732		株式会社羽賀
unit_million	108.csv	5735		京都美術化工株式会社
unit_million	108.csv	5775		株式会社松永文商店
unit_million	108.csv	5823		大一倉庫運輸株式会社
unit_million	108.csv	5836		株式会社有喜屋
unit_million	108.csv	5845		株式会社シンテック
unit_million	108.csv	5854		株式会社池上組
unit_million	108.csv	5875		株式会社嵐山辨慶
unit_million	108.csv	5938		株式会社田辺宗
unit_million	108.csv	5943		株式会社オンシステム
unit_million	108.csv	5953		株式会社重田実業
unit_million	108.csv	5995		小嶋織物株式会社
unit_million	108.csv	6071		株式会社山崎精機研究所
unit_million	108.csv	6073		株式会社長谷川松寿堂
unit_million	108.csv	6082		株式会社福谷ネットワークシステム
unit_million	108.csv	6092		セイリョウ建設株式会社
unit_million	108.csv	6093		株式会社新関西テクニカ
unit_million	108.csv	6142		株式会社アート
unit_million	108.csv	6143		株式会社キンキ・プラミング
unit_million	108.csv	6155		株式会社協伸
unit_million	108.csv	6200		株式会社HORI建築
unit_million	108.csv	6214		株式会社川本商店
unit_million	108.csv	6229		株式会社令和テックコーポレーション
unit_million	108.csv	6232		株式会社嶋七
unit_million	108.csv	6258		株式会社オークレイ
unit_million	108.csv	6286		株式会社サン工房
unit_million	108.csv	6288		株式会社のざわ
unit_million	108.csv	6294		藤忠株式会社
unit_million	108.csv	6316		株式会社創元
unit_million	108.csv	6328		株式会社三原工務店
unit_million	108.csv	6353		株式会社きたむら酒食品店
unit_million	108.csv	6370		有限会社ベストパートナー京都
unit_million	108.csv	6382		有限会社アリアソシエイツ
unit_million	108.csv	6385		株式会社ディケーシー
unit_million	108.csv	6402		有限会社ヨシオカ
unit_million	108.csv	6415		株式会社仲井工務店
unit_million	108.csv	6442		株式会社ユーザットホーム
unit_million	108.csv	6444		タクミ建設株式会社
unit_million	108.csv	6451		株式会社ファインワークス
unit_million	108.csv	6479		株式会社サンユープラント
unit_million	108.csv	6487		株式会社中野
unit_million	108.csv	6493		株式会社宮本組
unit_million	108.csv	6504		株式会社澤吉
unit_million	108.csv	6518		株式会社亀匠
unit_million	108.csv	6541		株式会社イノウエ工務店
unit_million	108.csv	6549		株式会社プロフェシー
unit_million	108.csv	6634		株式会社サンキ建設
unit_million	108.csv	6654		有限会社高田米穀店
unit_million	108.csv	6664		株式会社中西工藝
unit_million	108.csv	6668		株式会社FPプロパートナー
unit_million	108.csv	6669		甍技塾德舛瓦店有限会社
unit_million	108.csv	6687		株式会社芳香園
unit_million	108.csv	6692		株式会社中井商店
unit_million	108.csv	6699		株式会社タキモト
unit_million	108.csv	6712		株式会社大地
unit_million	108.csv	6725		株式会社グラートコーポレーション
unit_million	108.csv	6736		株式会社マツカワ物流
unit_million	108.csv	6751		鹿央運輸有限会社
unit_million	108.csv	6769		宋徳建設株式会社
unit_million	108.csv	6772		株式会社大興電気
unit_million	108.csv	6774		株式会社サンテクノス
unit_million	108.csv	6802		株式会社三光住宅
unit_million	108.csv	6807		株式会社宗新
unit_million	108.csv	6822		有限会社サンオートプロジェクト
unit_million	108.csv	6849		有限会社敬和住建
unit_million	108.csv	6858		ミタケ電子工業株式会社
unit_million	108.csv	6874		株式会社城南工建
unit_million	108.csv	6887		株式会社ログキャビン劍
unit_million	108.csv	7015		株式会社ミヤシタ
unit_million	108.csv	7019		日渉運輸株式会社
unit_million	108.csv	7067		株式会社赤城鶏卵
unit_million	108.csv	7079		株式会社システムブレイン
unit_million	108.csv	7082		有限会社三喜鶏園
unit_million	108.csv	7090		株式会社日栄ビル建装
unit_million	108.csv	7095		株式会社浜田屋
unit_million	108.csv	7109		株式会社アルトスター
unit_million	108.csv	7153		有限会社青磁
unit_million	108.csv	7156		沼田土建株式会社
unit_million	108.csv	7164		株式会社しせん
unit_million	108.csv	7171		聖陽株式会社
unit_million	108.csv	7231		株式会社塚越屋
unit_million	108.csv	7290		藤岡コンクリート工業株式会社
unit_million	108.csv	7334		佐藤産業株式会社
unit_million	108.csv	7352		今泉鉄工株式会社
unit_million	108.csv	7362		株式会社カネコ
unit_million	108.csv	7366		株式会社オカムラ精工
unit_million	108.csv	7374		市川建設株式会社
unit_million	108.csv	7378		株式会社千明仁泉亭
unit_million	108.csv	7381		田島電気株式会社
unit_million	108.csv	7389		ブロードビュー株式会社
unit_million	108.csv	7391		北関東パネルシステム株式会社
unit_million	108.csv	7394		加藤建設興業株式会社
unit_million	108.csv	7401		鈴浅エンヂニアリング株式会社
unit_million	108.csv	7403		株式会社浦野建設
unit_million	108.csv	7444		河島塗装株式会社
unit_million	108.csv	7453		群馬サンヘルス株式会社
unit_million	108.csv	7459		株式会社田中製作所
unit_million	108.csv	7460		株式会社高崎ベアリング商会
unit_million	108.csv	7461		株式会社三和電設
unit_million	108.csv	7469		大日桑テクノロジー株式会社
unit_million	108.csv	7500		三晃精機株式会社
unit_million	108.csv	7516		株式会社フィールドライフ販売
unit_million	108.csv	7518		有限会社山田工務店
unit_million	108.csv	7522		株式会社ウエハラ
unit_million	108.csv	7528		有限会社幸服屋
unit_million	108.csv	7533		株式会社フキアゲ
unit_million	108.csv	7541		株式会社トモエ・エンジニアリング
unit_million	108.csv	7552		都市開発建設株式会社
unit_million	108.csv	7562		株式会社吉田マネジメント
unit_million	108.csv	7563		株式会社群栄美装
unit_million	108.csv	7574		田部井電機株式会社
unit_million	108.csv	7579		株式会社新栄造園
unit_million	108.csv	7593		有限会社トヨシゲ
unit_million	108.csv	7607		有限会社懐風苑
unit_million	108.csv	7626		石川瓦工業株式会社
unit_million	108.csv	7632		株式会社蜂巣労務管理事務所
unit_million	108.csv	7633		庭前紙業株式会社
unit_million	108.csv	7645		株式会社みなとや
unit_million	108.csv	7646		株式会社菅原
unit_million	108.csv	7657		株式会社仲池技研
unit_million	108.csv	7663		有限会社久保田鉄工所
unit_million	108.csv	7705		有限会社小林板金工業所
unit_million	108.csv	7706		トネリサイクルシステム株式会社
unit_million	108.csv	7708		近藤酒造株式会社
unit_million	108.csv	7715		石井興業株式会社
unit_million	108.csv	7721		有限会社和洋牧場
unit_million	108.csv	7730		株式会社山里建設
unit_million	108.csv	7752		ジャパン開発株式会社
unit_million	108.csv	7794		加栄レース株式会社
unit_million	108.csv	7820		株式会社拓新
unit_million	108.csv	7842		有限会社斉藤商店
unit_million	108.csv	7866		有限会社ビーワイズ
unit_million	108.csv	7869		株式会社ソーラーエコ
unit_million	108.csv	7885		有限会社渡重機工業
unit_million	108.csv	7891		土田酒造株式会社
unit_million	108.csv	7894		株式会社春川建設
unit_million	108.csv	7906		株式会社BMZ
unit_million	108.csv	7919		清水開発株式会社
unit_million	108.csv	7921		有限会社牛丸
unit_million	108.csv	7969		株式会社アーチ
unit_million	108.csv	7995		株式会社新宿メンテナンス
unit_million	108.csv	8091		株式会社三和ステンレス
unit_million	108.csv	8123		株式会社山正
unit_million	108.csv	8136		株式会社シーエス
unit_million	108.csv	8142		アップルホーム有限会社
unit_million	108.csv	8145		株式会社ベイテック九州
unit_million	108.csv	8157		株式会社フォーマザー
unit_million	108.csv	8163		株式会社シスイー情報
unit_million	108.csv	8170		三位電気株式会社
unit_million	108.csv	8230		領家工業株式会社
unit_million	108.csv	8250		株式会社修和
unit_million	108.csv	8329		株式会社共和機器製作所
unit_million	108.csv	8334		野村綜合商事株式会社
unit_million	108.csv	8351		不二工業株式会社
unit_million	108.csv	8356		荻野金襴織物株式会社
unit_million	108.csv	8361		那須電機工業株式会社
unit_million	108.csv	8368		東亜食品工業株式会社
unit_million	108.csv	8381		有限会社村山商会
unit_million	108.csv	8407		株式会社孝建設
unit_million	108.csv	8411		日本興新株式会社
unit_million	108.csv	8412		三花自動車株式会社
unit_million	108.csv	8413		共栄建築有限会社
unit_million	108.csv	8418		三計電気工業株式会社
unit_million	108.csv	8444		有限会社及川建装
unit_million	108.csv	8469		株式会社豊田工務店
unit_million	108.csv	8488		株式会社栗原精機
unit_million	108.csv	8497		株式会社大久保電気
unit_million	108.csv	8498		株式会社シンプリーホーム
unit_million	108.csv	8500		有限会社仲澤鉄工所
unit_million	108.csv	8507		株式会社田中鋳物工場
unit_million	108.csv	8513		株式会社キョクジュウ
unit_million	108.csv	8516		安行園芸株式会社
unit_million	108.csv	8547		東京ボート株式会社
unit_million	108.csv	8549		株式会社インテック
unit_million	108.csv	8579		日本サッシガラス株式会社
unit_million	108.csv	8583		有限会社旭塗装工芸社
unit_million	108.csv	8604		株式会社川越サンキョウ
unit_million	108.csv	8623		秋山建築有限会社
unit_million	108.csv	8672		有限会社大熊建設
unit_million	108.csv	8675		株式会社伯楽製鋲所
unit_million	108.csv	8682		株式会社清藤家具製作所
unit_million	108.csv	8686		及川建設株式会社
unit_million	108.csv	8695		株式会社伸栄工業
unit_million	108.csv	8710		東京協和不動産販売株式会社
unit_million	108.csv	8713		有限会社米川工業
unit_million	108.csv	8734		不動園株式会社
unit_million	108.csv	8744		千葉スチール工業株式会社
unit_million	108.csv	8745		有限会社ミラニトレーディング
unit_million	108.csv	8757		有限会社武富工業
unit_million	108.csv	8758		株式会社リガード
unit_million	108.csv	8763		株式会社相広タイヤ商会
unit_million	108.csv	8766		株式会社オザキ運送
unit_million	108.csv	8767		株式会社日笠組
unit_million	108.csv	8782		株式会社小島トランスポート
unit_million	108.csv	8783		株式会社新翔工業
unit_million	108.csv	8797		西原建設株式会社
unit_million	108.csv	8802		幸手クレーン株式会社
unit_million	108.csv	8806		株式会社イナバ
unit_million	108.csv	8839		株式会社アド建装社
unit_million	108.csv	8851		鈴兼米穀株式会社
unit_million	108.csv	8862		株式会社渡辺塗装工業
unit_million	108.csv	8885		ウィズグリーン株式会社
unit_million	108.csv	8901		株式会社静岡ヤマサ園
unit_million	108.csv	8911		高橋建築株式会社
unit_million	108.csv	8929		株式会社ケン・フィルターシステム
unit_million	108.csv	8931		株式会社ファミリー
unit_million	108.csv	8932		株式会社齊藤建設
unit_million	108.csv	8937		有限会社北村工業
